Status,Message,Process,Path,Source ID,Entity Ref,Entity Title,Security Descriptor,Date
Info,Created new SO ceedf809-43b1-4754-bb8d-3b972d1ddd7b,islandora/Container_2024-09-03_12-21-14,collection.116,,ceedf809-43b1-4754-bb8d-3b972d1ddd7b,collection.116,open,2024-09-03T16:27:25.000Z
Info,"No content is ready now, so waiting for 300s for it to be ready",islandora/Container_2024-09-03_12-21-14,/,,,,,2024-09-03T16:28:07.000Z
Info,Matched directory collection.116 to existing SO ceedf809-43b1-4754-bb8d-3b972d1ddd7b via Title collection.116,islandora/Container_2024-09-03_12-21-14,collection.116,,ceedf809-43b1-4754-bb8d-3b972d1ddd7b,collection.116,,2024-09-03T16:35:13.000Z
Info,Ingested into asset c3bcfb70-cf47-4462-aa22-c684f6dd3624,islandora/Container_2024-09-03_12-21-14,collection.116/collection.116_DC.xml,,c3bcfb70-cf47-4462-aa22-c684f6dd3624,collection.116_DC,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset bb9cc337-5f39-4940-9af8-7cf8dde4a761,islandora/Container_2024-09-03_12-21-14,collection.116/collection.116_EAD.xml,,bb9cc337-5f39-4940-9af8-7cf8dde4a761,collection.116_EAD,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset 2b0c5e24-b616-4f73-8e43-1c9c220bb947 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656886_METS.xml,pitt_31735051656886_METS,2b0c5e24-b616-4f73-8e43-1c9c220bb947,pitt_31735051656886_METS,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset f154f272-6bc1-4bb9-96a8-4909b161171e with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656886_dc.xml,pitt_31735051656886_dc,f154f272-6bc1-4bb9-96a8-4909b161171e,pitt_31735051656886_dc,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset 38fb85ba-39be-4c9f-a162-e26082543288 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656886_mods.xml,pitt_31735051656886_mods,38fb85ba-39be-4c9f-a162-e26082543288,pitt_31735051656886_mods,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset 6459f389-218f-414d-ac6c-c46d6a7fa13c with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656910_METS.xml,pitt_31735051656910_METS,6459f389-218f-414d-ac6c-c46d6a7fa13c,pitt_31735051656910_METS,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset 0d2ddaff-e61a-4f87-8722-e7b108ee901f with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656910_dc.xml,pitt_31735051656910_dc,0d2ddaff-e61a-4f87-8722-e7b108ee901f,pitt_31735051656910_dc,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset df037c4a-3774-45b1-bd84-4dcc36567478 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656910_mods.xml,pitt_31735051656910_mods,df037c4a-3774-45b1-bd84-4dcc36567478,pitt_31735051656910_mods,open,2024-09-03T16:48:20.000Z
Info,Ingested into asset 0fd06c2c-5600-43fc-80e8-539ae3973541 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656928_METS.xml,pitt_31735051656928_METS,0fd06c2c-5600-43fc-80e8-539ae3973541,pitt_31735051656928_METS,open,2024-09-03T16:48:21.000Z
Info,Ingested into asset 0bc68c02-6850-49cf-a4ab-687f1d4e89bf with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656928_dc.xml,pitt_31735051656928_dc,0bc68c02-6850-49cf-a4ab-687f1d4e89bf,pitt_31735051656928_dc,open,2024-09-03T16:48:21.000Z
Info,Ingested into asset 4c6efc80-be1c-4a03-87e1-35bedf104e1e with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656928_mods.xml,pitt_31735051656928_mods,4c6efc80-be1c-4a03-87e1-35bedf104e1e,pitt_31735051656928_mods,open,2024-09-03T16:48:21.000Z
Info,Ingested into asset c66e7c81-ba62-4445-b9ab-57f44444def2 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656951_METS.xml,pitt_31735051656951_METS,c66e7c81-ba62-4445-b9ab-57f44444def2,pitt_31735051656951_METS,open,2024-09-03T16:48:21.000Z
Info,Ingested into asset 1dc5642d-f510-4a70-ad43-03187c67ce49 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656951_dc.xml,pitt_31735051656951_dc,1dc5642d-f510-4a70-ad43-03187c67ce49,pitt_31735051656951_dc,open,2024-09-03T16:48:21.000Z
Info,Ingested into asset 97795f14-1798-4568-946b-c18fec588689 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656951_mods.xml,pitt_31735051656951_mods,97795f14-1798-4568-946b-c18fec588689,pitt_31735051656951_mods,open,2024-09-03T16:48:21.000Z
Info,Ingested into asset 7a55ee45-11a8-4a0b-a33d-e65c4ca6928e with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656969_METS.xml,pitt_31735051656969_METS,7a55ee45-11a8-4a0b-a33d-e65c4ca6928e,pitt_31735051656969_METS,open,2024-09-03T16:48:21.000Z
Info,Ingested into asset 00d7967c-dbfe-4eb0-abce-f9e58cf05d60 with opex,islandora/Container_2024-09-03_12-21-14,collection.116/pitt_31735051656969_dc.xml,pitt_31735051656969_dc,00d7967c-dbfe-4eb0-abce-f9e58cf05d60,pitt_31735051656969_dc,open,2024-09-03T16:48:21.000Z
