Status,Message,Process,Path,Source ID,Entity Ref,Entity Title,Security Descriptor,Date
Info,Created new SO 1ea51dfc-989f-4c2c-a05b-8990e577018a,islandora/Container_2024-09-05_15-06-32,collection.120,,1ea51dfc-989f-4c2c-a05b-8990e577018a,collection.120,open,2024-09-05T19:09:55.000Z
Info,"No content is ready now, so waiting for 300s for it to be ready",islandora/Container_2024-09-05_15-06-32,/,,,,,2024-09-05T19:11:05.000Z
Info,Matched directory collection.120 to existing SO 1ea51dfc-989f-4c2c-a05b-8990e577018a via Title collection.120,islandora/Container_2024-09-05_15-06-32,collection.120,,1ea51dfc-989f-4c2c-a05b-8990e577018a,collection.120,,2024-09-05T19:17:49.000Z
Info,Ingested into asset e9ca21ce-38f7-4314-bbfb-887cca9aa4eb,islandora/Container_2024-09-05_15-06-32,collection.120/collection.120_DC.xml,,e9ca21ce-38f7-4314-bbfb-887cca9aa4eb,collection.120_DC,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset dbd47871-26d9-4900-983a-8e76313a0d65 with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a138205m_METS.xml,pitt_00a138205m_METS,dbd47871-26d9-4900-983a-8e76313a0d65,pitt_00a138205m_METS,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset a6c20341-e93e-4551-8d32-b6502e2e4aa9 with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a138205m_dc.xml,pitt_00a138205m_dc,a6c20341-e93e-4551-8d32-b6502e2e4aa9,pitt_00a138205m_dc,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset 008b914b-6ea7-436d-8b88-7cc2422d084a with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a138205m_mods.xml,pitt_00a138205m_mods,008b914b-6ea7-436d-8b88-7cc2422d084a,pitt_00a138205m_mods,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset 8d854238-8bb9-44cb-bfda-9f5de30ee222 with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a268620m_METS.xml,pitt_00a268620m_METS,8d854238-8bb9-44cb-bfda-9f5de30ee222,pitt_00a268620m_METS,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset a5b35342-4ede-42bf-8c37-0d13b277ecf8 with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a268620m_dc.xml,pitt_00a268620m_dc,a5b35342-4ede-42bf-8c37-0d13b277ecf8,pitt_00a268620m_dc,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset 1b62f8cf-5eba-4eb7-a289-e42c94a38d6f with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a268620m_mods.xml,pitt_00a268620m_mods,1b62f8cf-5eba-4eb7-a289-e42c94a38d6f,pitt_00a268620m_mods,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset 57f75b9e-e8af-4cd4-b86d-06244f53b5dc with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a269068m_METS.xml,pitt_00a269068m_METS,57f75b9e-e8af-4cd4-b86d-06244f53b5dc,pitt_00a269068m_METS,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset 51921460-620c-42cb-af33-23bc0aa2b2c4 with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a269068m_dc.xml,pitt_00a269068m_dc,51921460-620c-42cb-af33-23bc0aa2b2c4,pitt_00a269068m_dc,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset 3bde5cda-7a1e-4b07-afa8-32dacab10f9d with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a269068m_mods.xml,pitt_00a269068m_mods,3bde5cda-7a1e-4b07-afa8-32dacab10f9d,pitt_00a269068m_mods,open,2024-09-05T19:21:29.000Z
Info,Ingested into asset bf44eb33-a74f-4f43-84e1-f663386fc2bb with opex,islandora/Container_2024-09-05_15-06-32,collection.120/pitt_00a346950m_METS.xml,pitt_00a346950m_METS,bf44eb33-a74f-4f43-84e1-f663386fc2bb,pitt_00a346950m_METS,open,2024-09-05T19:21:29.000Z
