Status,Message,Process,Path,Source ID,Entity Ref,Entity Title,Security Descriptor,Date
Info,Created new SO 2e3f43ac-4103-47b4-a7a3-580dae987e53,islandora/Container_2024-08-30_13-41-52,collection.115,,2e3f43ac-4103-47b4-a7a3-580dae987e53,collection.115,open,2024-08-30T18:26:07.000Z
Info,Created new SO 9a83f1ec-c0be-49ea-9d63-410ea619af6b,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series I,,9a83f1ec-c0be-49ea-9d63-410ea619af6b,DAR.1966.01 series I,open,2024-08-30T18:26:07.000Z
Info,Created new SO 844882d5-db22-419a-878c-013835e6f303,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II,,844882d5-db22-419a-878c-013835e6f303,DAR.1966.01 series II,open,2024-08-30T18:26:07.000Z
Info,Ingested into asset 7bd919d9-5577-42f7-89ce-01a9b926fa6e with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001031_METS.xml,pitt_31735070001031_METS,7bd919d9-5577-42f7-89ce-01a9b926fa6e,pitt_31735070001031_METS,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset f1995233-d78c-46e8-bdad-901661ceabd1 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001031_dc.xml,pitt_31735070001031_dc,f1995233-d78c-46e8-bdad-901661ceabd1,pitt_31735070001031_dc,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset c1b32907-ac83-4764-9bab-31f806a46204 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001031_mods.xml,pitt_31735070001031_mods,c1b32907-ac83-4764-9bab-31f806a46204,pitt_31735070001031_mods,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset 487b2e16-d410-463f-9d4c-1240e027b5a6 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001049_METS.xml,pitt_31735070001049_METS,487b2e16-d410-463f-9d4c-1240e027b5a6,pitt_31735070001049_METS,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset 3f24c942-4990-46c8-b523-d26bc89ea0a1 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001049_dc.xml,pitt_31735070001049_dc,3f24c942-4990-46c8-b523-d26bc89ea0a1,pitt_31735070001049_dc,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset c79bd2a7-ff07-4f89-a182-40168d573d61 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001049_mods.xml,pitt_31735070001049_mods,c79bd2a7-ff07-4f89-a182-40168d573d61,pitt_31735070001049_mods,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset d71f8ad8-7c95-4426-8b6b-2cb0e693984d with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001056_METS.xml,pitt_31735070001056_METS,d71f8ad8-7c95-4426-8b6b-2cb0e693984d,pitt_31735070001056_METS,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset 19798d6a-48ae-45ed-b022-643a4f15b8b5 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001056_dc.xml,pitt_31735070001056_dc,19798d6a-48ae-45ed-b022-643a4f15b8b5,pitt_31735070001056_dc,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset 5ede65e0-a0e4-4a14-8f94-3d8235961cca with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001056_mods.xml,pitt_31735070001056_mods,5ede65e0-a0e4-4a14-8f94-3d8235961cca,pitt_31735070001056_mods,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset 82b8b415-a979-42ef-919b-5eec7c7cf304 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001064_METS.xml,pitt_31735070001064_METS,82b8b415-a979-42ef-919b-5eec7c7cf304,pitt_31735070001064_METS,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset f0d19937-5c9b-4c03-9b11-7821fa886266 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001064_dc.xml,pitt_31735070001064_dc,f0d19937-5c9b-4c03-9b11-7821fa886266,pitt_31735070001064_dc,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset 06ad40c6-3202-4a4b-a85e-a1b422357ab3 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001064_mods.xml,pitt_31735070001064_mods,06ad40c6-3202-4a4b-a85e-a1b422357ab3,pitt_31735070001064_mods,open,2024-08-30T19:13:25.000Z
Info,Ingested into asset 4964c776-a2ac-44a1-ac3e-1c1863d00d08 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001072_METS.xml,pitt_31735070001072_METS,4964c776-a2ac-44a1-ac3e-1c1863d00d08,pitt_31735070001072_METS,open,2024-08-30T19:13:26.000Z
Info,Ingested into asset cf37d302-b72a-4f99-94a1-e03ce5fc7427 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001072_dc.xml,pitt_31735070001072_dc,cf37d302-b72a-4f99-94a1-e03ce5fc7427,pitt_31735070001072_dc,open,2024-08-30T19:13:26.000Z
Info,Ingested into asset 13b131c7-b723-41d2-97b9-d40ed5607319 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001072_mods.xml,pitt_31735070001072_mods,13b131c7-b723-41d2-97b9-d40ed5607319,pitt_31735070001072_mods,open,2024-08-30T19:13:26.000Z
Info,Ingested into asset 96e4316b-69e5-4a09-984b-c5f5b512a3f5 with opex,islandora/Container_2024-08-30_13-41-52,collection.115/DAR.1966.01 series II/pitt_31735070001080_METS.xml,pitt_31735070001080_METS,96e4316b-69e5-4a09-984b-c5f5b512a3f5,pitt_31735070001080_METS,open,2024-08-30T19:13:26.000Z
